Available,Price,Address,Link
Now,$500,"4/15A Frost Road, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3802095910?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$520,"1/11 View Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3801674739?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$530,"2/249 Marua Road, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3800672266?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$490,"5 Shirley Rd, Grey Lynn, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/grey-lynn/listing/3800448954?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$495,"2/237 Marua Road, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3799075766?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$485,"3/5 Grant Street, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3798686093?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$480,"22a volcanic st, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3797424998?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$540,"18 Fairleigh Ave, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3793264745?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$460,"4/14B Ballarat Street, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3784380815?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$550,"18 Tennyson St, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3831701920?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$520,"25 Busby St, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3781511359?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$520,"2/15 Maclaurin Street, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3815431889?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$500,"11A Raphoe Place, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3822484688?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$540,"1/81A Balmoral Rd, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3774378710?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$550,"Level 7C/176 Broadway, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/3773039694?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$495,"12/11 Tawera Road, Greenlane, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/greenlane/listing/3768298985?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$500,"1o/94 Dominion Road, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3779629464?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$550,"3/53A Mount Saint John Avenue, Epsom, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/epsom/listing/3750869209?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$550,"39 Taylor Street, Blockhouse Bay, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/blockhouse-bay/listing/3742614087?rsqid=24a66229f53a4bca945b704936c53c4e-001
Now,$530,"186A Manukau Road, Epsom, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/epsom/listing/3725836802?rsqid=5681a655029240e4bd110359b273441c-001
Now,$550,"3/20 Morgan Street, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/3713325272?rsqid=5681a655029240e4bd110359b273441c-001
Now,$430,"3/16 Shirley Road,, Grey Lynn, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/grey-lynn/listing/3711800558?rsqid=5681a655029240e4bd110359b273441c-001
"Wed, 30 Nov",$510," Roseman Ave, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3685323391?rsqid=5681a655029240e4bd110359b273441c-001
Now,$480,"3/326 Mt Eden rd, Mount Eden, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/3808163678?rsqid=5681a655029240e4bd110359b273441c-001
Now,$525," St Lukes Rd, Mount Albert, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-albert/listing/3668284020?rsqid=5681a655029240e4bd110359b273441c-001
Now,$515,"43a Albrecht ave, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3851903598?rsqid=5681a655029240e4bd110359b273441c-001
Now,$500," Frederick street, Hillsborough, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/hillsborough/listing/3842476850?rsqid=5681a655029240e4bd110359b273441c-001
Now,$530,"9/20 Ranier Avenue, Ellerslie, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/ellerslie/listing/3840271839?rsqid=5681a655029240e4bd110359b273441c-001
Now,$510,"2/1135 Dominion Road, Mount Roskill, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-roskill/listing/3839166608?rsqid=5681a655029240e4bd110359b273441c-001
Now,$530,"186A Manukau Road, Newmarket, Auckland City",https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/newmarket/listing/2805639343?rsqid=5681a655029240e4bd110359b273441c-001
